-3 -0.999978
-2.96985 -0.999973
-2.9397 -0.999968
-2.90955 -0.999961
-2.8794 -0.999953
-2.84925 -0.999944
-2.8191 -0.999933
-2.78894 -0.99992
-2.75879 -0.999904
-2.72864 -0.999886
-2.69849 -0.999865
-2.66834 -0.999839
-2.63819 -0.999809
-2.60804 -0.999774
-2.57789 -0.999734
-2.54774 -0.999686
-2.51759 -0.99963
-2.48744 -0.999565
-2.45729 -0.99949
-2.42714 -0.999403
-2.39698 -0.999302
-2.36683 -0.999185
-2.33668 -0.99905
-2.30653 -0.998895
-2.27638 -0.998717
-2.24623 -0.998513
-2.21608 -0.998279
-2.18593 -0.998012
-2.15578 -0.997702
-2.12563 -0.997354
-2.09548 -0.996958
-2.06533 -0.996509
-2.03518 -0.996
-2.00503 -0.995425
-1.97487 -0.994776
-1.94472 -0.994045
-1.91457 -0.993223
-1.88442 -0.992301
-1.85427 -0.991267
-1.82412 -0.990111
-1.79397 -0.988821
-1.76382 -0.987384
-1.73367 -0.985785
-1.70352 -0.98401
-1.67337 -0.982043
-1.64322 -0.979867
-1.61307 -0.977465
-1.58291 -0.974817
-1.55276 -0.971904
-1.52261 -0.968705
-1.49246 -0.965199
-1.46231 -0.961362
-1.43216 -0.957172
-1.40201 -0.952604
-1.37186 -0.947633
-1.34171 -0.942233
-1.31156 -0.936378
-1.28141 -0.930042
-1.25126 -0.923197
-1.22111 -0.915815
-1.19095 -0.907869
-1.1608 -0.899332
-1.13065 -0.890176
-1.1005 -0.880374
-1.07035 -0.8699
-1.0402 -0.858727
-1.01005 -0.846831
-0.979899 -0.834188
-0.949749 -0.820776
-0.919598 -0.806573
-0.889447 -0.791561
-0.859296 -0.775721
-0.829146 -0.759039
-0.798995 -0.741503
-0.768844 -0.7231
-0.738693 -0.703825
-0.708543 -0.683671
-0.678392 -0.662638
-0.648241 -0.640727
-0.61809 -0.617943
-0.58794 -0.594293
-0.557789 -0.56979
-0.527638 -0.544449
-0.497487 -0.518289
-0.467337 -0.491332
-0.437186 -0.463605
-0.407035 -0.435138
-0.376884 -0.405963
-0.346734 -0.376118
-0.316583 -0.345642
-0.286432 -0.314579
-0.256281 -0.282974
-0.226131 -0.250878
-0.19598 -0.218341
-0.165829 -0.185417
-0.135678 -0.152162
-0.105528 -0.118635
-0.0753769 -0.0848929
-0.0452261 -0.0509975
-0.0150754 -0.0170095
0.0150754 0.0170095
0.0452261 0.0509975
0.0753769 0.0848929
0.105528 0.118635
0.135678 0.152162
0.165829 0.185417
0.19598 0.218341
0.226131 0.250878
0.256281 0.282974
0.286432 0.314579
0.316583 0.345642
0.346734 0.376118
0.376884 0.405963
0.407035 0.435138
0.437186 0.463605
0.467337 0.491332
0.497487 0.518289
0.527638 0.544449
0.557789 0.56979
0.58794 0.594293
0.61809 0.617943
0.648241 0.640727
0.678392 0.662638
0.708543 0.683671
0.738693 0.703825
0.768844 0.7231
0.798995 0.741503
0.829146 0.759039
0.859296 0.775721
0.889447 0.791561
0.919598 0.806573
0.949749 0.820776
0.979899 0.834188
1.01005 0.846831
1.0402 0.858727
1.07035 0.8699
1.1005 0.880374
1.13065 0.890176
1.1608 0.899332
1.19095 0.907869
1.22111 0.915815
1.25126 0.923197
1.28141 0.930042
1.31156 0.936378
1.34171 0.942233
1.37186 0.947633
1.40201 0.952604
1.43216 0.957172
1.46231 0.961362
1.49246 0.965199
1.52261 0.968705
1.55276 0.971904
1.58291 0.974817
1.61307 0.977465
1.64322 0.979867
1.67337 0.982043
1.70352 0.98401
1.73367 0.985785
1.76382 0.987384
1.79397 0.988821
1.82412 0.990111
1.85427 0.991267
1.88442 0.992301
1.91457 0.993223
1.94472 0.994045
1.97487 0.994776
2.00503 0.995425
2.03518 0.996
2.06533 0.996509
2.09548 0.996958
2.12563 0.997354
2.15578 0.997702
2.18593 0.998012
2.21608 0.998279
2.24623 0.998513
2.27638 0.998717
2.30653 0.998895
2.33668 0.99905
2.36683 0.999185
2.39698 0.999302
2.42714 0.999403
2.45729 0.99949
2.48744 0.999565
2.51759 0.99963
2.54774 0.999686
2.57789 0.999734
2.60804 0.999774
2.63819 0.999809
2.66834 0.999839
2.69849 0.999865
2.72864 0.999886
2.75879 0.999904
2.78894 0.99992
2.8191 0.999933
2.84925 0.999944
2.8794 0.999953
2.90955 0.999961
2.9397 0.999968
2.96985 0.999973
3 0.999978
