1.000000e-01 9.513508e+00 9.513508e+00
1.100000e+00 9.513508e-01 9.513508e-01
2.100000e+00 1.046486e+00 1.046486e+00
3.100000e+00 2.197620e+00 2.197620e+00
4.100000e+00 6.812623e+00 6.812623e+00
5.100000e+00 2.793175e+01 2.793175e+01
6.100000e+00 1.424519e+02 1.424519e+02
7.100000e+00 8.689569e+02 8.689569e+02
8.100000e+00 6.169594e+03 6.169594e+03
9.100000e+00 4.997371e+04 4.997371e+04


1.000000e-01 9.513508e+00 9.513508e+00
1.100000e-01 8.612686e+00 8.612686e+00
1.200000e-01 7.863252e+00 7.863252e+00
1.300000e-01 7.230242e+00 7.230242e+00
1.400000e-01 6.688686e+00 6.688686e+00
1.500000e-01 6.220273e+00 6.220273e+00
1.600000e-01 5.811269e+00 5.811269e+00
1.700000e-01 5.451174e+00 5.451174e+00
1.800000e-01 5.131821e+00 5.131821e+00
1.900000e-01 4.846763e+00 4.846763e+00
2.000000e-01 4.590844e+00 4.590844e+00
2.100000e-01 4.359888e+00 4.359888e+00
2.200000e-01 4.150482e+00 4.150482e+00
2.300000e-01 3.959804e+00 3.959804e+00
2.400000e-01 3.785504e+00 3.785504e+00
2.500000e-01 3.625610e+00 3.625610e+00
2.600000e-01 3.478450e+00 3.478450e+00
2.700000e-01 3.342604e+00 3.342604e+00
2.800000e-01 3.216852e+00 3.216852e+00
2.900000e-01 3.100143e+00 3.100143e+00
3.000000e-01 2.991569e+00 2.991569e+00
3.100000e-01 2.890336e+00 2.890336e+00
3.200000e-01 2.795751e+00 2.795751e+00
3.300000e-01 2.707206e+00 2.707206e+00
3.400000e-01 2.624163e+00 2.624163e+00
3.500000e-01 2.546147e+00 2.546147e+00
3.600000e-01 2.472735e+00 2.472735e+00
3.700000e-01 2.403550e+00 2.403550e+00
3.800000e-01 2.338256e+00 2.338256e+00
3.900000e-01 2.276549e+00 2.276549e+00
4.000000e-01 2.218160e+00 2.218160e+00
4.100000e-01 2.162841e+00 2.162841e+00
4.200000e-01 2.110371e+00 2.110371e+00
4.300000e-01 2.060549e+00 2.060549e+00
4.400000e-01 2.013193e+00 2.013193e+00
4.500000e-01 1.968136e+00 1.968136e+00
4.600000e-01 1.925227e+00 1.925227e+00
4.700000e-01 1.884326e+00 1.884326e+00
4.800000e-01 1.845306e+00 1.845306e+00
4.900000e-01 1.808051e+00 1.808051e+00
5.000000e-01 1.772454e+00 1.772454e+00
5.100000e-01 1.738415e+00 1.738415e+00
5.200000e-01 1.705844e+00 1.705844e+00
5.300000e-01 1.674656e+00 1.674656e+00
5.400000e-01 1.644773e+00 1.644773e+00
5.500000e-01 1.616124e+00 1.616124e+00
5.600000e-01 1.588641e+00 1.588641e+00
5.700000e-01 1.562263e+00 1.562263e+00
5.800000e-01 1.536930e+00 1.536930e+00
5.900000e-01 1.512590e+00 1.512590e+00
6.000000e-01 1.489192e+00 1.489192e+00
6.100000e-01 1.466690e+00 1.466690e+00
6.200000e-01 1.445038e+00 1.445038e+00
6.300000e-01 1.424197e+00 1.424197e+00
6.400000e-01 1.404128e+00 1.404128e+00
6.500000e-01 1.384795e+00 1.384795e+00
6.600000e-01 1.366164e+00 1.366164e+00
6.700000e-01 1.348204e+00 1.348204e+00
6.800000e-01 1.330884e+00 1.330884e+00
6.900000e-01 1.314177e+00 1.314177e+00
7.000000e-01 1.298055e+00 1.298055e+00
7.100000e-01 1.282495e+00 1.282495e+00
7.200000e-01 1.267473e+00 1.267473e+00
7.300000e-01 1.252966e+00 1.252966e+00
7.400000e-01 1.238954e+00 1.238954e+00
7.500000e-01 1.225417e+00 1.225417e+00
7.600000e-01 1.212335e+00 1.212335e+00
7.700000e-01 1.199692e+00 1.199692e+00
7.800000e-01 1.187471e+00 1.187471e+00
7.900000e-01 1.175655e+00 1.175655e+00
8.000000e-01 1.164230e+00 1.164230e+00
8.100000e-01 1.153181e+00 1.153181e+00
8.200000e-01 1.142494e+00 1.142494e+00
8.300000e-01 1.132157e+00 1.132157e+00
8.400000e-01 1.122158e+00 1.122158e+00
8.500000e-01 1.112484e+00 1.112484e+00
8.600000e-01 1.103124e+00 1.103124e+00
8.700000e-01 1.094069e+00 1.094069e+00
8.800000e-01 1.085308e+00 1.085308e+00
8.900000e-01 1.076831e+00 1.076831e+00
9.000000e-01 1.068629e+00 1.068629e+00
9.100000e-01 1.060693e+00 1.060693e+00
9.200000e-01 1.053016e+00 1.053016e+00
9.300000e-01 1.045588e+00 1.045588e+00
9.400000e-01 1.038403e+00 1.038403e+00
9.500000e-01 1.031453e+00 1.031453e+00
9.600000e-01 1.024732e+00 1.024732e+00
9.700000e-01 1.018232e+00 1.018232e+00
9.800000e-01 1.011947e+00 1.011947e+00
9.900000e-01 1.005872e+00 1.005872e+00
1.000000e+00 1.000000e+00 1.000000e+00
1.010000e+00 9.943259e-01 9.943259e-01
1.020000e+00 9.888442e-01 9.888442e-01
1.030000e+00 9.835500e-01 9.835500e-01
1.040000e+00 9.784382e-01 9.784382e-01
1.050000e+00 9.735043e-01 9.735043e-01
1.060000e+00 9.687436e-01 9.687436e-01
1.070000e+00 9.641520e-01 9.641520e-01
1.080000e+00 9.597253e-01 9.597253e-01
1.090000e+00 9.554595e-01 9.554595e-01
1.100000e+00 9.513508e-01 9.513508e-01
1.110000e+00 9.473955e-01 9.473955e-01
1.120000e+00 9.435902e-01 9.435902e-01
1.130000e+00 9.399314e-01 9.399314e-01
1.140000e+00 9.364161e-01 9.364161e-01
1.150000e+00 9.330409e-01 9.330409e-01
1.160000e+00 9.298031e-01 9.298031e-01
1.170000e+00 9.266996e-01 9.266996e-01
1.180000e+00 9.237278e-01 9.237278e-01
1.190000e+00 9.208850e-01 9.208850e-01
1.200000e+00 9.181687e-01 9.181687e-01
1.210000e+00 9.155765e-01 9.155765e-01
1.220000e+00 9.131059e-01 9.131059e-01
1.230000e+00 9.107549e-01 9.107549e-01
1.240000e+00 9.085211e-01 9.085211e-01
1.250000e+00 9.064025e-01 9.064025e-01
1.260000e+00 9.043971e-01 9.043971e-01
1.270000e+00 9.025031e-01 9.025031e-01
1.280000e+00 9.007185e-01 9.007185e-01
1.290000e+00 8.990416e-01 8.990416e-01
1.300000e+00 8.974707e-01 8.974707e-01
1.310000e+00 8.960042e-01 8.960042e-01
1.320000e+00 8.946405e-01 8.946405e-01
1.330000e+00 8.933781e-01 8.933781e-01
1.340000e+00 8.922155e-01 8.922155e-01
1.350000e+00 8.911514e-01 8.911514e-01
1.360000e+00 8.901845e-01 8.901845e-01
1.370000e+00 8.893135e-01 8.893135e-01
1.380000e+00 8.885371e-01 8.885371e-01
1.390000e+00 8.878543e-01 8.878543e-01
1.400000e+00 8.872638e-01 8.872638e-01
1.410000e+00 8.867647e-01 8.867647e-01
1.420000e+00 8.863558e-01 8.863558e-01
1.430000e+00 8.860362e-01 8.860362e-01
1.440000e+00 8.858051e-01 8.858051e-01
1.450000e+00 8.856614e-01 8.856614e-01
1.460000e+00 8.856043e-01 8.856043e-01
1.470000e+00 8.856331e-01 8.856331e-01
1.480000e+00 8.857470e-01 8.857470e-01
1.490000e+00 8.859451e-01 8.859451e-01
1.500000e+00 8.862269e-01 8.862269e-01
1.510000e+00 8.865917e-01 8.865917e-01
1.520000e+00 8.870388e-01 8.870388e-01
1.530000e+00 8.875676e-01 8.875676e-01
1.540000e+00 8.881777e-01 8.881777e-01
1.550000e+00 8.888683e-01 8.888683e-01
1.560000e+00 8.896392e-01 8.896392e-01
1.570000e+00 8.904897e-01 8.904897e-01
1.580000e+00 8.914196e-01 8.914196e-01
1.590000e+00 8.924282e-01 8.924282e-01
1.600000e+00 8.935153e-01 8.935153e-01
1.610000e+00 8.946806e-01 8.946806e-01
1.620000e+00 8.959237e-01 8.959237e-01
1.630000e+00 8.972442e-01 8.972442e-01
1.640000e+00 8.986420e-01 8.986420e-01
1.650000e+00 9.001168e-01 9.001168e-01
1.660000e+00 9.016684e-01 9.016684e-01
1.670000e+00 9.032965e-01 9.032965e-01
1.680000e+00 9.050010e-01 9.050010e-01
1.690000e+00 9.067818e-01 9.067818e-01
1.700000e+00 9.086387e-01 9.086387e-01
1.710000e+00 9.105717e-01 9.105717e-01
1.720000e+00 9.125806e-01 9.125806e-01
1.730000e+00 9.146654e-01 9.146654e-01
1.740000e+00 9.168260e-01 9.168260e-01
1.750000e+00 9.190625e-01 9.190625e-01
1.760000e+00 9.213749e-01 9.213749e-01
1.770000e+00 9.237631e-01 9.237631e-01
1.780000e+00 9.262273e-01 9.262273e-01
1.790000e+00 9.287675e-01 9.287675e-01
1.800000e+00 9.313838e-01 9.313838e-01
1.810000e+00 9.340763e-01 9.340763e-01
1.820000e+00 9.368451e-01 9.368451e-01
1.830000e+00 9.396904e-01 9.396904e-01
1.840000e+00 9.426124e-01 9.426124e-01
1.850000e+00 9.456112e-01 9.456112e-01
1.860000e+00 9.486870e-01 9.486870e-01
1.870000e+00 9.518402e-01 9.518402e-01
1.880000e+00 9.550709e-01 9.550709e-01
1.890000e+00 9.583793e-01 9.583793e-01
1.900000e+00 9.617658e-01 9.617658e-01
1.910000e+00 9.652307e-01 9.652307e-01
1.920000e+00 9.687743e-01 9.687743e-01
1.930000e+00 9.723969e-01 9.723969e-01
1.940000e+00 9.760989e-01 9.760989e-01
1.950000e+00 9.798807e-01 9.798807e-01
1.960000e+00 9.837425e-01 9.837425e-01
1.970000e+00 9.876850e-01 9.876850e-01
1.980000e+00 9.917084e-01 9.917084e-01
1.990000e+00 9.958133e-01 9.958133e-01
2.000000e+00 1.000000e+00 1.000000e+00
2.010000e+00 1.004269e+00 1.004269e+00
2.020000e+00 1.008621e+00 1.008621e+00
2.030000e+00 1.013056e+00 1.013056e+00
2.040000e+00 1.017576e+00 1.017576e+00
2.050000e+00 1.022179e+00 1.022179e+00
2.060000e+00 1.026868e+00 1.026868e+00
2.070000e+00 1.031643e+00 1.031643e+00
2.080000e+00 1.036503e+00 1.036503e+00
2.090000e+00 1.041451e+00 1.041451e+00
2.100000e+00 1.046486e+00 1.046486e+00
2.110000e+00 1.051609e+00 1.051609e+00
2.120000e+00 1.056821e+00 1.056821e+00
2.130000e+00 1.062123e+00 1.062123e+00
2.140000e+00 1.067514e+00 1.067514e+00
2.150000e+00 1.072997e+00 1.072997e+00
2.160000e+00 1.078572e+00 1.078572e+00
2.170000e+00 1.084239e+00 1.084239e+00
2.180000e+00 1.089999e+00 1.089999e+00
2.190000e+00 1.095853e+00 1.095853e+00
2.200000e+00 1.101802e+00 1.101802e+00
2.210000e+00 1.107848e+00 1.107848e+00
2.220000e+00 1.113989e+00 1.113989e+00
2.230000e+00 1.120228e+00 1.120228e+00
